state;location;zipcode;lon;lat
07;Hausen;55608;7,374013;49,872655
07;Hellertshausen;55758;7,277309;49,820353
07;Herborn;55758;7,294177;49,766709
07;Herrstein;55756;7,337804;49,78073
07;Hettenrodt;55758;7,254544;49,73953
07;Hintertiefenbach;55743;7,356002;49,739617
07;Horbruch;55483;7,238815;49,889057
07;Hottenbach;55758;7,2988;49,824068
07;Kempfeld;55758;7,242394;49,791206
07;Kirschweiler;55743;7,24255;49,753774
07;Krummenau;55483;7,272401;49,889781
07;Mackenrodt;55758;7,254605;49,724565
07;Mittelreidenbach;55758;7,441943;49,726505
07;Mörschied;55758;7,306744;49,789117
07;Niederhosenbach;55758;7,364205;49,794357
07;Niederwörresbach;55758;7,335887;49,768772
07;Oberhosenbach;55758;7,330575;49,813288
07;Oberkirn;55624;7,372074;49,884966
07;Oberreidenbach;55758;7,462463;49,705734
07;Oberwörresbach;55758;7,319938;49,778789
07;Rhaunen;55624;7,346012;49,863975
07;Schauren;55758;7,236209;49,806734
07;Schmidthachenbach;55758;7,470974;49,732605
07;Schwerbach;55624;7,355692;49,895946
07;Sensweiler;55758;7,197318;49,774449
07;Sien;55758;7,502405;49,693175
07;Sienhachenbach;55758;7,481219;49,699395
07;Sonnschied;55758;7,389221;49,819367
07;Stipshausen;55758;7,292212;49,849097
07;Sulzbach;55758;7,336551;49,834086
07;Veitsrodt;55758;7,300754;49,755281
07;Vollmersbach;55758;7,307631;49,742099
07;Weiden;55758;7,300302;49,807135
07;Weitersbach;55624;7,316281;49,872116
07;Wickenrodt;55758;7,358916;49,815692
07;Wirschweiler;55758;7,172077;49,762725
07;Langweiler;55758;7,185941;49,782615
07;Cochem-Zell;;;
07;Cochem;;;
07;Beilstein;56814;7,241189;50,110347
07;Bremm;56814;7,115357;50,10033
07;Briedern;56820;7,208648;50,110353
07;Bruttig-Fankel;56814;7,229003;50,129803
07;Cochem, Stadt;56812;7,16384;50,144672
07;Dohr;56812;7,118513;50,12766
07;Ediger-Eller;56814;7,156797;50,096867
07;Ellenz-Poltersdorf;56821;7,231279;50,113842
07;Ernst;56814;7,225633;50,144666
07;Faid;56814;7,120819;50,146147
07;Greimersburg;56814;7,142134;50,184828
07;Klotten;56818;7,199421;50,166374
07;Lieg;56290;7,346849;50,139517
07;Lütz;56290;7,359321;50,159727
07;Mesenich;56820;7,197826;50,097583
07;Moselkern;56254;7,368823;50,191047
07;Müden (Mosel);56254;7,338027;50,18695
07;Nehren;56820;7,194274;50,081512
07;Pommern;56829;7,274022;50,171582
07;Senheim;56820;7,212788;50,086387
07;Treis-Karden;56253;7,302777;50,174074
07;Valwig;56812;7,209373;50,143695
07;Wirfus;56814;7,205913;50,199516
07;Kaisersesch;;;
07;Binningen;56754;7,244584;50,204897
07;Brachtendorf;56761;7,234266;50,232399
07;Brieden;56829;7,262348;50,188859
07;Brohl;56754;7,278237;50,22055
07;Dünfus;56754;7,23245;50,219514
07;Düngenheim;56761;7,170312;50,258803
07;Eppenberg;56759;7,073634;50,248217
07;Eulgem;56761;7,175962;50,240251
07;Forst (Eifel);56754;7,251012;50,217799
07;Gamlen;56761;7,200836;50,239214
07;Hambuch;56761;7,181888;50,225697
07;Hauroth;56761;7,102164;50,25112
07;Illerich;56814;7,179921;50,200602
07;Kaifenheim;56761;7,226688;50,245693
07;Kail;56829;7,243385;50,183944
07;Kaisersesch, Stadt;56759;7,140669;50,230638
07;Kalenborn;56759;7,076151;50,26167
07;Landkern;56759;7,152986;50,193207
07;Laubach;56759;7,075774;50,231725
07;Masburg;56759;7,116888;50,241755
07;Möntenich;56754;7,300645;50,221916
07;Müllenbach;56761;7,063283;50,221236
07;Roes;56759;7,25779;50,244568
07;Urmersbach;56761;7,132263;50,256494
07;Zettingen;56761;7,197348;50,228666
07;Leienkaul;56759;7,087461;50,219635
07;Ulmen;;;
07;Alflen;56828;7,040537;50,177082
07;Auderath;56766;7,002278;50,186485
07;Beuren;56766;7,07939;50,094449
07;Büchel;56823;7,082821;50,172678
07;Filz;56766;6,981429;50,169767
07;Gevenich;56825;7,085695;50,153309
07;Gillenbeuren;56825;7,018704;50,155144
07;Kliding;56825;7,056135;50,108458
07;Lutzerath;56826;7,005406;50,127599
07;Schmitt;56825;7,014425;50,166003
07;Ulmen, Stadt;56766;6,979611;50,209372
07;Urschmitt;56825;7,062437;50,11752
07;Wagenhausen;56826;6,984878;50,142829
07;Weiler;56825;7,075997;50,14013
07;Wollmerath;56826;6,979815;50,154927
07;Bad Bertrich;56864;7,034605;50,070698
07;Zell (Mosel);;;
07;Alf;56859;7,126305;50,056818
07;Altlay;56858;7,270413;49,988472
07;Altstrimmig;56858;7,292913;50,092718
07;Blankenrath;56865;7,302544;50,038494
07;Briedel;56856;7,145792;50,022096
07;Bullay;56859;7,13148;50,057025
07;Forst (Hunsrück);56858;7,31687;50,081825
07;Grenderich;56856;7,229186;50,066054
07;Haserich;56858;7,325554;50,03648
07;Hesweiler;56865;7,279078;50,042851
07;Liesenich;56858;7,264513;50,087126
07;Mittelstrimmig;56858;7,283093;50,090136
07;Moritzheim;56865;7,260514;50,047026
07;Neef;56858;7,137711;50,091002
07;Panzweiler;56865;7,305566;50,020235
07;Peterswald-Löffelscheid;56858;7,319492;50,008511
07;Pünderich;56862;7,128632;50,041044
07;Reidenhausen;56865;7,317438;50,056689
07;Sankt Aldegund;56858;7,130204;50,082206
07;Schauren;56865;7,268834;50,021426
07;Sosberg;56858;7,337896;50,076934
07;Tellig;56858;7,252778;50,025057
07;Walhausen;56865;7,283588;50,025145
07;Zell (Mosel), Stadt;56856;7,181996;50,027298
07;Mayen-Koblenz;;;
07;Andernach, Stadt;;;
07;Andernach, Stadt;56626;7,398566;50,439583
07;Mayen, Stadt;;;
07;Mayen, Stadt;56727;7,222333;50,328707
07;Bendorf, Stadt;;;
07;Bendorf, Stadt;56170;7,575608;50,423567
07;Pellenz;;;
07;Kretz;56630;7,361895;50,394106
07;Kruft;56642;7,336575;50,385163
07;Nickenich;56645;7,326923;50,411905
07;Plaidt;56637;7,3912;50,391084
07;Saffig;56648;7,415851;50,379942
07;Maifeld;;;
07;Einig;56751;7,277285;50,283358
07;Gappenach;56294;7,344588;50,272568
07;Gering;56751;7,262053;50,273774
07;Gierschnach;56294;7,348592;50,262907
07;Kalt;56294;7,393724;50,267065
07;Kerben;56295;7,359005;50,31049
07;Kollig;56751;7,277262;50,264382
07;Lonnig;56295;7,40734;50,31047
07;Mertloch;56751;7,307472;50,27181
07;Naunheim;56753;7,318767;50,253536
07;Ochtendung;56299;7,39081;50,349297
07;Pillig;56751;7,311966;50,239667
07;Polch, Stadt;56751;7,313982;50,299878
07;Rüber;56295;7,375182;50,291993
07;Trimbs;56753;7,299672;50,323107
07;Welling;56753;7,313444;50,328921
07;Wierschem;56751;7,35124;50,225822
07;Münstermaifeld, Stadt;56751;7,361118;50,2474
07;Vordereifel;;;
07;Acht;56729;7,072376;50,369975
07;Anschau;56729;7,091844;50,299019
07;Arft;56729;7,082764;50,382822
07;Baar;56729;7,048848;50,353598
07;Bermel;56729;7,085532;50,284258
07;Boos;56729;7,016496;50,313123
07;Ditscheid;56729;7,065537;50,29474
07;Ettringen;56729;7,221107;50,35597
07;Hausten;56745;7,118293;50,398843
07;Herresbach;56727;7,020963;50,357341
07;Hirten;56729;7,113625;50,32619
07;Kehrig;56729;7,222549;50,279555
07;Kirchwald;56729;7,154183;50,373341
07;Kottenheim;56736;7,25673;50,348939
07;Langenfeld;56729;7,093493;50,375899
07;Langscheid;56729;7,10985;50,380139
07;Lind;56729;7,034339;50,321815
07;Luxem;56729;7,108456;50,317877
07;Monreal;56727;7,157962;50,29901
07;Münk;56729;7,040806;50,30676
07;Nachtsheim;56729;7,063098;50,318131
07;Reudelsterz;56727;7,155725;50,31704
07;Sankt Johann;56727;7,196286;50,347576
07;Siebenbach;56729;7,037;50,379309
07;Virneburg;56729;7,078248;50,342318
07;Weiler;56729;7,120208;50,310352
07;Welschenbach;56729;7,062834;50,363331
07;Mendig;;;
07;Bell;56745;7,232896;50,387486
07;Mendig, Stadt;56743;7,280288;50,372828
07;Rieden;56745;7,176587;50,395085
07;Thür;56743;7,276448;50,35696
07;Volkesfeld;56745;7,150074;50,390082
07;Vallendar;;;
07;Niederwerth;56179;7,606683;50,39585
07;Urbar;56182;7,623946;50,380196
07;Vallendar, Stadt;56179;7,622831;50,398186
07;Weitersburg;56179;7,599219;50,414055
07;Weißenthurm;;;
07;Bassenheim;56220;7,457078;50,358978
07;Kaltenengers;56220;7,541639;50,416846
07;Kettig;56220;7,461457;50,398168
07;Mülheim-Kärlich, Stadt;56218;7,497417;50,38682
07;Sankt Sebastian;56220;7,5648;50,410442
07;Urmitz;56220;7,519578;50,415808
07;Weißenthurm, Stadt;56575;7,455206;50,415706
07;Rhein-Mosel;;;
07;Alken;56330;7,448283;50,248557
07;Brey;56321;7,626757;50,272043
07;Brodenbach;56332;7,446804;50,226302
07;Burgen;56332;7,391389;50,210682
07;Dieblich;56332;7,470586;50,313841
07;Hatzenport;56332;7,419168;50,228389
07;Kobern-Gondorf;56330;7,455606;50,30932
07;Löf;56332;7,440957;50,234638
07;Macken;56330;7,39764;50,173902
07;Niederfell;56332;7,463325;50,290596
07;Nörtershausen;56283;7,480618;50,225001
07;Oberfell;56332;7,447717;50,257286
07;Rhens, Stadt;56330;7,617713;50,280703
07;Spay;56322;7,648205;50,260128
07;Waldesch;56323;7,543863;50,279877
07;Winningen;56333;7,517828;50,316438
07;Wolken;56332;7,472396;50,336645
07;Lehmen;56330;7,449898;50,284121
07;Neuwied;;;
07;Neuwied, Stadt;;;
07;Neuwied, Stadt;56564;7,459692;50,429018
07;Asbach;;;
07;Asbach;53567;7,423951;50,66519
07;Neustadt (Wied);53567;7,427497;50,62313
07;Windhagen;53578;7,353992;50,643153
07;Buchholz (Westerwald);53567;7,394951;50,687713
07;Bad Hönningen;;;
07;Bad Hönningen, Stadt;53557;7,306432;50,515502
07;Hammerstein;56598;7,350736;50,477546
07;Leutesdorf;56599;7,385998;50,452992
07;Rheinbrohl;56598;7,331465;50,495813
07;Dierdorf;;;
07;Dierdorf, Stadt;56269;7,6595;50,547979
07;Großmaischeid;56276;7,634071;50,504881
07;Isenburg;56269;7,58845;50,476039
07;Kleinmaischeid;56271;7,606314;50,512183
07;Stebach;56276;7,659989;50,511474
07;Marienhausen;56269;7,691564;50,563076
07;Linz am Rhein;;;
07;Dattenberg;53547;7,292212;50,553203
07;Leubsdorf;53545;7,291244;50,547529
07;Linz am Rhein, Stadt;53545;7,282754;50,568845
07;Ockenfels;53545;7,272857;50,576721
07;Sankt Katharinen (Landkreis Neuwied);53545;7,345257;50,591086
07;Vettelschoß;53560;7,346548;50,61831
07;Kasbach-Ohlenberg;53547;7,283651;50,589134
07;Puderbach;;;
07;Dernbach;56307;7,598158;50,544692
07;Döttesfeld;56305;7,548866;50,623425
07;Dürrholz;56307;7,58146;50,587821
07;Hanroth;56316;7,641999;50,587891
07;Harschbach;56307;7,59522;50,572919
07;Linkenbach;56317;7,553575;50,572953
07;Niederhofen;56316;7,600552;50,562176
07;Niederwambach;57614;7,597364;50,632052
07;Oberdreis;57639;7,663439;50,627043
07;Puderbach;56305;7,60931;50,596154
07;Ratzert;57614;7,610281;50,641129
07;Raubach;56316;7,624421;50,575172
07;Rodenbach bei Puderbach;57639;7,648999;50,638506
07;Steimel;57614;7,627892;50,617697
07;Urbach;56317;7,586631;50,562798
07;Woldert;57614;7,647602;50,602477
07;Unkel;;;
07;Bruchhausen;53572;7,251595;50,602142
07;Erpel;53579;7,239148;50,584589
07;Rheinbreitbach;53619;7,228693;50,617779
07;Unkel, Stadt;53572;7,216955;50,59765
07;Rengsdorf-Waldbreitbach;;;
07;Anhausen;56584;7,55307;50,499676
07;Bonefeld;56579;7,490326;50,524773
07;Breitscheid;53547;7,442685;50,582244
07;Hausen (Wied);53547;7,407087;50,5424
07;Datzeroth;56589;7,42879;50,506434
07;Ehlscheid;56581;7,469096;50,515967
07;Hardert;56579;7,518774;50,518101
07;Hümmerich;53547;7,496106;50,568365
07;Kurtscheid;56581;7,460901;50,533925
07;Meinborn;56584;7,561302;50,496661
07;Melsbach;56581;7,479566;50,487371
07;Niederbreitbach;56579;7,41779;50,530088
07;Oberhonnefeld-Gierend;56587;7,516765;50,553865
07;Oberraden;56587;7,533766;50,549844
07;Rengsdorf;56579;7,495783;50,503433
07;Roßbach;53547;7,416099;50,574872
07;Rüscheid;56584;7,565627;50,522824
07;Straßenhaus;56587;7,515087;50,539879
07;Thalhausen;56584;7,582813;50,502913
07;Waldbreitbach;56588;7,417784;50,552304
07;Rhein-Hunsrück-Kreis;;;
07;Boppard, Stadt;;;
07;Boppard, Stadt;56154;7,590758;50,231624
07;Kastellaun;;;
07;Alterkülz;56288;7,465531;50,031246
07;Bell (Hunsrück);56288;7,415111;50,060855
07;Beltheim;56290;7,461682;50,105877
07;Braunshorn;56288;7,516958;50,090792
07;Buch;56290;7,387139;50,077143
07;Gödenroth;56290;7,487284;50,087303
07;Hasselbach;56288;7,446573;50,040666
07;Hollnich;56288;7,487869;50,072848
07;Kastellaun, Stadt;56288;7,44201;50,071241
07;Korweiler;56288;7,415697;50,107437
07;Michelbach;56288;7,453674;50,015345
07;Roth;56288;7,455648;50,086734
07;Spesenroth;56288;7,460139;50,049378
07;Uhler;56290;7,432447;50,088176
07;Dommershausen;56288;7,399615;50,142691
07;Mastershausen;56869;7,354759;50,064296
07;Lahr;56288;7,365749;50,125403
07;Mörsdorf;56290;7,344371;50,102787
07;Zilshausen;56288;7,383121;50,113271
07;Kirchberg (Hunsrück);;;
07;Bärenbach;55483;7,302424;49,947223
07;Belg;56858;7,308065;49,98358
07;Büchenbeuren;55491;7,279471;49,920772
07;Dickenschied;55483;7,418535;49,90156
07;Dill;55487;7,347995;49,916179
07;Dillendorf;55481;7,383443;49,92535
07;Gehlweiler;55490;7,466698;49,883341
07;Gemünden;55490;7,480598;49,895912
07;Hahn;56850;7,270178;49,962412
07;Hecken;55481;7,398918;49,91566
07;Heinzenbach;55483;7,415982;49,975394
07;Henau;55490;7,495945;49,869699
07;Hirschfeld (Hunsrück);55483;7,241851;49,897172
07;Kappel;55483;7,359467;49,999714
07;Kirchberg (Hunsrück), Stadt;55481;7,405;49,942426
07;Kludenbach;55481;7,368185;49,987341
07;Laufersweiler;55487;7,305352;49,897258
07;Lautzenhausen;55483;7,272262;49,938282
07;Lindenschied;55481;7,39199;49,902207
07;Maitzborn;55481;7,436033;49,933288
07;Metzenhausen;55481;7,362124;49,969934
07;Nieder Kostenz;55481;7,366289;49,942835
07;Niedersohren;55487;7,332233;49,928124
07;Niederweiler;55491;7,283718;49,9094
07;Ober Kostenz;55481;7,351403;49,956356
07;Raversbeuren;56850;7,227418;49,956121
07;Reckershausen;55481;7,40187;49,982801
07;Rödelhausen;56858;7,328925;49,992429
07;Rödern;55481;7,448382;49,946562
07;Rohrbach;55490;7,420877;49,887594
07;Schlierschied;55483;7,441683;49,875729
07;Schwarzen;55481;7,329987;49,961732
07;Sohren;55487;7,30777;49,931979
07;Sohrschied;55487;7,357928;49,903545
07;Todenroth;55481;7,354531;49,976209
07;Unzenberg;55483;7,434555;49,970402
07;Wahlenau;55491;7,250708;49,904095
07;Womrath;55481;7,448023;49,917564
07;Woppenroth;55490;7,413774;49,874435
07;Würrich;56858;7,302943;49,977105
07;Simmern-Rheinböllen;;;
07;Altweidelbach;55469;7,567389;49,994498
07;Argenthal;55496;7,596954;49,975997
07;Belgweiler;55469;7,485534;49,943965
07;Benzweiler;55494;7,605169;50,021632
07;Bergenhausen;55469;7,572221;50,024473
07;Biebern;55471;7,444808;49,993064
07;Bubach;56288;7,555607;50,070994
07;Budenbach;55469;7,568172;50,037038
07;Dichtelbach;55494;7,696081;50,009524
07;Ellern (Hunsrück);55497;7,640758;49,986856
07;Erbach;55494;7,681815;50,026216
07;Fronhofen;55471;7,465413;49,991498
07;Holzbach;55469;7,531642;49,955319
07;Horn;55469;7,541651;50,046007
07;Keidelheim;55471;7,499289;49,992528
07;Kisselbach;56291;7,610701;50,05099
07;Klosterkumbd;55469;7,536823;50,027296
07;Külz (Hunsrück);55471;7,493526;50,006308
07;Kümbdchen;55471;7,508393;49,992121
07;Laubach;56288;7,510684;50,05388
07;Liebshausen;55494;7,628917;50,032866
07;Mengerschied;55490;7,505604;49,912549
07;Mörschbach;55494;7,62342;50,011298
07;Mutterschied;55469;7,568114;49,981531
07;Nannhausen;55469;7,477895;49,974856
07;Neuerkirch;55471;7,491697;50,014427
07;Niederkumbd;55469;7,535604;50,01374
07;Ohlweiler;55469;7,496395;49,966605
07;Oppertshausen;55469;7,472762;49,947269
07;Pleizenhausen;55469;7,568911;50,014952
07;Ravengiersburg;55471;7,475121;49,93527
07;Rayerschied;55469;7,585028;50,017589
07;Reich;55471;7,433183;50,001522
07;Rheinböllen, Stadt;55494;7,673292;50,007214
07;Riegenroth;55469;7,579973;50,057637
07;Riesweiler;55499;7,557005;49,959872
07;Sargenroth;55469;7,51334;49,932263
07;Schnorbach;55497;7,611385;49,990977
07;Schönborn;55469;7,474033;49,957206
07;Simmern/ Hunsrück, Stadt;55469;7,522062;49,985095
07;Steinbach;56291;7,594041;50,043544
07;Tiefenbach;55471;7,540052;49,935869
07;Wahlbach;55494;7,595363;50,000376
07;Wüschheim;55471;7,421441;50,011915
07;Hunsrück-Mittelrhein;;;
07;Badenhard;56291;7,633533;50,122608
07;Bickenbach;56291;7,526694;50,126047
07;Birkheim;56291;7,621209;50,116391
07;Damscheid;55432;7,682381;50,101952
07;Dörth;56281;7,588973;50,148471
07;Emmelshausen, Stadt;56281;7,55188;50,15564
07;Gondershausen;56283;7,496868;50,160728
07;Halsenbach;56283;7,550566;50,17601
07;Hausbay;56291;7,558543;50,106728
07;Hungenroth;56281;7,60096;50,143568
07;Karbach;56281;7,616308;50,159074
07;Kratzenburg;56283;7,554894;50,186864
07;Laudert;56291;7,600893;50,076863
07;Leiningen;56291;7,568797;50,131512
07;Lingerhahn;56291;7,563734;50,093946
07;Maisborn;56291;7,581072;50,081769
07;Mermuth;56283;7,482976;50,17016
07;Mühlpfad;56291;7,554004;50,121594
07;Ney;56283;7,537156;50,183021
07;Niederburg;55432;7,695669;50,117225
07;Niedert;56291;7,542776;50,126014
07;Norath;56291;7,57922;50,125564
07;Oberwesel, Stadt;55430;7,722947;50,106015
07;Perscheid;55430;7,699443;50,071263
07;Pfalzfeld;56291;7,578784;50,113145
07;Sankt Goar, Stadt;56329;7,713464;50,150992
07;Schwall;56281;7,552494;50,144913
07;Thörlingen;56291;7,531302;50,134748
07;Urbar;55430;7,719432;50,130798
07;Utzenhain;56291;7,639618;50,131755
07;Wiebelsheim;56291;7,636819;50,076697
07;Beulich;56283;7,451943;50,173525
07;Morshausen;56283;7,441884;50,192212
07;Rhein-Lahn-Kreis;;;
07;Lahnstein, Stadt;;;
07;Lahnstein, Stadt;56112;7,607337;50,300468
07;Diez;;;
07;Altendiez;65624;7,98331;50,370944
07;Aull;65582;8,001978;50,385738
07;Birlenbach;65626;8,004067;50,357272
07;Charlottenberg;56379;7,880701;50,342965
07;Cramberg;65558;7,940055;50,342013
07;Diez, Stadt;65582;8,009315;50,37269
07;Dörnberg;65582;7,884152;50,325181
07;Eppenrod;65558;7,930933;50,405428
07;Geilnau;56379;7,926881;50,349537
07;Gückingen;65558;8,010079;50,391756
07;Hambach;65582;7,980571;50,397631
07;Heistenbach;65558;7,98542;50,379129
07;Hirschberg;65558;7,922446;50,378067
07;Holzappel;56379;7,895743;50,350798
07;Holzheim;65558;8,048265;50,353803
07;Horhausen;56379;7,892393;50,361472
07;Isselbach;65558;7,889672;50,388932
07;Langenscheid;65558;7,949559;50,356858
07;Laurenburg;56379;7,910917;50,330506
07;Scheidt;56379;7,913673;50,338193
07;Steinsberg;56379;7,944983;50,323061
07;Wasenbach;56370;7,967382;50,318315
07;Balduinstein;65558;7,973636;50,343768
07;Nastätten;;;
07;Berg;56357;7,814358;50,253667
07;Bettendorf;56355;7,869656;50,233054
07;Bogel;56357;7,799119;50,190492
07;Buch;56357;7,87519;50,204749
07;Ehr;56357;7,784699;50,23759
07;Endlichhofen;56355;7,818267;50,201998
07;Eschbach;56357;7,726235;50,214131
07;Gemmerich;56357;7,755509;50,228035
07;Himmighofen;56357;7,765383;50,212893
07;Holzhausen an der Haide;56357;7,908817;50,22027
07;Hunzel;56355;7,83789;50,248256
07;Kasdorf;56357;7,784912;50,206101
07;Kehlbach;56355;7,758449;50,259051
07;Lautert;56355;7,840967;50,168072
07;Lipporn;56357;7,863402;50,139574
07;Marienfels;56357;7,813694;50,240426
07;Miehlen;56355;7,830498;50,227043
07;Nastätten, Stadt;56355;7,857209;50,199698
07;Niederbachheim;56357;7,763971;50,248127
07;Niederwallmenach;56357;7,811672;50,164381
07;Oberbachheim;56355;7,748298;50,245294
07;Obertiefenbach;56357;7,889871;50,242763
07;Oberwallmenach;56357;7,827766;50,162336
07;Oelsberg;56357;7,835725;50,198624
07;Hainau;56357;7,780981;50,222709
07;Rettershain;56357;7,830439;50,145292
07;Ruppertshofen;56357;7,80698;50,20068
07;Strüth;56357;7,88869;50,137751
07;Weidenbach;56355;7,883112;50,154234
07;Welterod;56357;7,888793;50,132342
07;Winterwerb;56355;7,739564;50,236665
07;Diethardt;56355;7,873659;50,162453
07;Loreley;;;
07;Auel;56346;7,765895;50,170904
07;Bornich;56346;7,766158;50,126919
07;Dachsenhausen;56340;7,726333;50,254452
07;Dahlheim;56348;7,694005;50,210816
07;Dörscheid;56348;7,759941;50,105396
07;Filsen;56341;7,584199;50,238021
07;Kamp-Bornhofen;56341;7,622901;50,22497
07;Kaub, Stadt;56349;7,765045;50,089294
07;Kestert;56348;7,649006;50,182764
07;Lierschied;56357;7,745039;50,16989
07;Lykershausen;56346;7,663861;50,206715
07;Nochern;56346;7,723661;50,176802
07;Osterspai;56340;7,617194;50,243537
07;Patersberg;56348;7,733582;50,156811
07;Prath;56346;7,685574;50,195734
07;Reichenberg;56346;7,760317;50,156887
07;Reitzenhain;56357;7,783919;50,155136
07;Sankt Goarshausen, Loreleystadt, Stadt;56346;7,719227;50,153545
07;Sauerthal;65391;7,82097;50,085496
07;Weisel;56346;7,800533;50,118471
07;Weyer;56357;7,722196;50,196457
07;Braubach, Stadt;56338;7,648315;50,274481
07;Bad Ems-Nassau;;;
07;Attenhausen;56370;7,877157;50,291971
07;Bad Ems, Stadt;56130;7,712321;50,33497
07;Becheln;56132;7,71838;50,293057
07;Dausenau;56130;7,762292;50,330964
07;Dessighofen;56357;7,771976;50,257798
07;Dienethal;56130;7,778456;50,304309
07;Dornholzhausen;56357;7,790383;50,270436
07;Fachbach;56133;7,691321;50,338102
07;Frücht;56132;7,676422;50,312805
07;Geisig;56357;7,790852;50,255338
07;Hömberg;56379;7,783447;50,335322
07;Kemmenau;56132;7,75062;50,346524
07;Lollschied;56130;7,868666;50,256061
07;Miellen;56132;7,667234;50,326445
07;Misselberg;56377;7,767544;50,30832
07;Nassau, Stadt;56377;7,801839;50,315622
07;Nievern;56130;7,680516;50,337414
07;Obernhof;56379;7,852927;50,317497
07;Oberwies;56130;7,78014;50,287391
07;Pohl;56357;7,866009;50,250346
07;Schweighausen;56377;7,754003;50,280626
07;Seelbach;56130;7,872599;50,308433
07;Singhofen;56379;7,836103;50,274405
07;Sulzbach;56379;7,751923;50,302554
07;Weinähr;56379;7,843955;50,319766
07;Winden;56379;7,830885;50,338186
07;Zimmerschied;56379;7,782555;50,352218
07;Arzbach;56337;7,747792;50,379222
07;Aar-Einrich;;;
07;Allendorf;56370;7,998345;50,26803
07;Berghausen;56368;8,00614;50,258747
07;Berndroth;56370;7,967617;50,236854
07;Biebrich;56370;7,954252;50,303093
07;Bremberg;56368;7,921078;50,305995
07;Burgschwalbach;65558;8,078489;50,283316
07;Dörsdorf;56370;8,009729;50,247175
07;Ebertshausen;56370;7,982116;50,28207
07;Eisighofen;56370;8,018083;50,239704
07;Ergeshausen;56368;7,941085;50,271826
07;Flacht;65558;8,049755;50,343302
07;Gutenacker;56368;7,921946;50,319634
07;Hahnstätten;65623;8,069685;50,304439
07;Herold;56368;7,934103;50,278017
07;Kaltenholzhausen;65558;8,104056;50,300507
07;Katzenelnbogen, Stadt;56368;7,976385;50,267629
07;Klingelbach;56368;7,969677;50,273541
07;Kördorf;56370;7,919677;50,286957
07;Lohrheim;65558;8,049653;50,318264
07;Mittelfischbach;56370;7,961491;50,253653
07;Mudershausen;65623;8,040103;50,27893
07;Netzbach;65623;8,092607;50,316328
07;Niederneisen;65629;8,054726;50,335639
07;Niedertiefenbach;56368;7,896057;50,255061
07;Oberfischbach;56370;7,955148;50,24865
07;Oberneisen;65558;8,072855;50,326391
07;Reckenroth;56368;8,021418;50,228334
07;Rettert;56368;7,938249;50,230979
07;Roth;56368;7,895567;50,267074
07;Schiesheim;65623;8,053627;50,275884
07;Schönborn;56370;7,997004;50,302256
07;Westerwaldkreis;;;
07;Bad Marienberg (Westerwald);;;
07;Bad Marienberg (Westerwald), Stadt;56470;7,950685;50,651469
07;Bölsberg;57648;7,914729;50,668614
07;Dreisbach;56472;7,932419;50,616898
07;Fehl-Ritzhausen;56472;8,000586;50,643336
07;Großseifen;56472;7,968292;50,633923
07;Hahn bei Marienberg;56472;7,941251;50,632633
07;Hardt;56472;7,917314;50,634415
07;Hof;56472;8,014413;50,666559
07;Kirburg;57629;7,923292;50,676458
07;Langenbach bei Kirburg;57520;7,938937;50,704066
07;Lautzenbrücken;56472;7,964996;50,672639
07;Mörlen;57583;7,883815;50,697504
07;Neunkhausen;57520;7,903587;50,706041
07;Nisterau;56472;7,989124;50,656884
07;Nistertal;57647;7,89282;50,626792
07;Norken;57629;7,897919;50,671829
07;Stockhausen-Illfurth;56472;7,988135;50,646293
07;Unnau;57648;7,907951;50,648743
07;Hachenburg;;;
07;Alpenrod;57627;7,869988;50,631178
07;Astert;57627;7,779931;50,691957
07;Atzelgift;57629;7,824783;50,696325
07;Borod;57614;7,708861;50,666359
07;Dreifelden;57629;7,835422;50,591401
07;Gehlert;57627;7,828521;50,640175
07;Giesenhausen;57612;7,718675;50,701819
07;Hachenburg, Stadt;57627;7,824153;50,660595
07;Hattert;57644;7,770903;50,667929
07;Heimborn;57629;7,755328;50,708997
07;Heuzert;57627;7,759156;50,697905
07;Höchstenbach;57629;7,743499;50,63191
07;Kroppach;57612;7,737747;50,695784
07;Kundert;57629;7,790701;50,716421
07;Limbach;57629;7,799778;50,701462
07;Linden;57629;7,850464;50,60202
07;Lochum;57629;7,859443;50,609356
07;Luckenbach;57629;7,833957;50,704226
07;Marzhausen;57627;7,755205;50,688672
07;Merkelbach;57629;7,769361;50,644132
07;Mörsbach;57629;7,778147;50,723284
07;Mudenbach;57614;7,733366;50,66828
07;Mündersbach;56271;7,732788;50,605346
07;Müschenbach;57629;7,78504;50,679895
07;Nister;57645;7,834847;50,675237
07;Roßbach;56271;7,682226;50,604538
07;Steinebach an der Wied;57629;7,803557;50,610775
07;Stein-Wingert;57629;7,739309;50,721626
07;Streithausen;57627;7,816587;50,690211
07;Wahlrod;57627;7,715533;50,651182
07;Welkenbach;57644;7,725159;50,632214
07;Wied;57627;7,755416;50,637823
07;Winkelbach;57644;7,73325;50,642742
07;Höhr-Grenzhausen;;;
07;Hilgert;56206;7,689004;50,455738
07;Hillscheid;56204;7,696086;50,402861
07;Höhr-Grenzhausen, Stadt;56203;7,66835;50,434108
07;Kammerforst;56206;7,676389;50,462408
07;Montabaur;;;
07;Boden;56412;7,856785;50,472876
07;Daubach;56412;7,84655;50,392699
07;Eitelborn;56337;7,721646;50,377278
